Mix,Usinas,Tipo Binder,Binder,P.G,RAP,Tipo Binder Additive,Binder Additive,Tipo Mix Additive,Mix Additive,Granulometria,Processo Produtivo,Temperaturas,Teor de cal,Cimento Portland,Recycled Asphalt Shingles,Crusher fines,CO2 - Material,CO2 - Transporte,CO2 - Produção,CO2 - Total,NRPR Fuel - Material,NRPR Fuel - Transporte,NRPR Fuel - Produção,NRPR Fuel - Total,NRPR Mat - Material,NRPR Mat - Transporte,NRPR Mat - Produção,NRPR Mat - Total,SM - Material,SM - Transporte,SM - Produção,SM - Total,URLS
9.5 FC (TL-C) SPM 23-22284A ,ACA Plant 2 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"31,90","12,94","18,62","63,46",587,172,319,1077,1644,N/A,N/,1644,181,N/A,0,181,https://asphaltepd.org/epd/d/BZU6RK/
12.5 TL-D 20% (SPM 20-18721AA) ,ACA Plant 5 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,densa,HMA,149-171,-,-,-,-,"26,69","9,35","17,37","53,41",489,124,297,910,1361,N/A,N/,1361,175,N/A,0,175,https://asphaltepd.org/epd/d/bBUv7p/
9.5 (TL-C) 20% SP 23-22275A ,ACA Plant 5 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"31,77","14,08","17,37","63,22",584,187,297,1068,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/lyUaDk/
9.5 (TL-C) 20% SP 23-22276A ,ACA Plant 5 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,69","13,98","17,37","58,05",507,186,297,990,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/zwUk2O/
9.5 (TL-C) 20% SP 23-22281A ,ACA Plant 5 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,69","13,11","17,37","57,17",507,174,297,978,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/DdUo2r/
9.5 (TL-C) 20% SP 23-22282A ,ACA Plant 5 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,69","13,11","17,37","57,17",507,174,297,978,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/V4UpKZ/
9.5 (TL-C) 20% SPM 23-22280A ,ACA Plant 5 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"31,77","12,93","17,37","62,08",584,172,297,1053,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/qmUryq/
9.5 (TL-C) 48% SP 23-22279A ,ACA Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,48,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,77","8,50","17,37","45,64",372,113,297,782,1205,N/A,N/,1205,435,N/A,0,435,https://asphaltepd.org/epd/d/MmUYAM/
9.5 (TL-C) 48% SP 23-22283A ,ACA Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,48,-,-,-,-,Não reportada,HMA,138-116,-,-,-,-,"19,77","8,59","17,37","45,73",372,114,297,783,1205,N/A,N/,1205,435,N/A,0,435,https://asphaltepd.org/epd/d/o8Up77/
FC 12.5 (TL-E) 20% SPM 23-21844A ,ACA Plant 5 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,02","13,67","17,37","60,07",533,182,297,1011,1488,N/A,N/,1488,181,N/A,0,181,https://asphaltepd.org/epd/d/REUkwD/
FC 12.5 TL-D 20% (SPM 20-18682A) ,ACA Plant 5 ,SBS modified - 3.5% styrene-butadiene-styrene + 1 terminal additive(s),4,76-22,19,-,-,-,-,Não reportada,HMA,149-171,-,-,-,-,"26,69","9,35","17,37","53,41",489,124,297,910,1361,N/A,N/,1361,175,N/A,0,175,https://asphaltepd.org/epd/d/4RUJvV/
12.5 (TL-C) 30% SP 21-19186B ,OPC Loughman ,Unmodified + 1 terminal additive(s),3,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,38","8,99","31,06","59,43",365,119,340,824,1168,N/A,N/,1168,272,N/A,0,272,https://asphaltepd.org/epd/d/KoUGqa/
12.5 (TL-E) 20% SP 21-19195A ,OPC Loughman ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,03","10,34","31,06","64,43",436,138,340,913,1399,N/A,N/,1399,181,N/A,0,181,https://asphaltepd.org/epd/d/XZUm32/
12.5 (TL-E) SPH 20-18026A Virgin ,OPC Loughman ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,82-22,-,-,-,-,-,densa,HMA,154-188,-,-,-,-,"31,12","12,65","31,06","74,83",590,168,340,1098,1860,N/A,N/,1860,0,N/A,0,0,https://asphaltepd.org/epd/d/P5Uy61/
12.5 C 38% RAP (SPR 21-19217) ,OPC Loughman ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,138-171,-,-,-,-,"20,67","10,52","31,06","62,25",390,140,340,869,1257,N/A,N/,1257,350,N/A,0,350,https://asphaltepd.org/epd/d/BZU41b/
9.5 (TL-C) 20% SP 21-19220A ,OPC Loughman ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,46","6,79","31,06","64,31",503,90,340,933,1622,N/A,N/,1622,181,N/A,0,181,https://asphaltepd.org/epd/d/1AUjr5/
9.5 (TL-C) 20% SPM 21-19221A ,OPC Loughman ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"27,15","6,78","31,06","64,99",513,90,340,943,1622,N/A,N/,1622,181,N/A,0,181,https://asphaltepd.org/epd/d/OPUPwo/
9.5 (TL-C) 30% SP 18-17054A ,OPC Loughman ,Unmodified + 1 terminal additive(s),5,67-22,30,-,-,-,-,densa,HMA,138-168,-,-,-,-,"32,30","5,76","31,06","69,12",616,77,340,1032,2009,N/A,N/,2009,272,N/A,0,272,https://asphaltepd.org/epd/d/yeUMe6/
9.5 (TL-C) 42% SP 21-19179A ,OPC Loughman ,Unmodified + 1 terminal additive(s),3,52-28,42,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,72","12,21","31,06","62,99",371,162,340,873,1198,N/A,N/,1198,381,N/A,0,381,https://asphaltepd.org/epd/d/gGUGde/
9.5 (TL-E) 30% SP 21-19183A ,OPC Loughman ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,38","10,54","31,06","64,98",443,140,340,922,1428,N/A,N/,1428,272,N/A,0,272,https://asphaltepd.org/epd/d/E3UDkD/
9.5 C 40% RAP (SPR 21-19179) ,OPC Loughman ,Unmodified + 1 terminal additive(s),3,52-28,41,-,-,-,-,densa,HMA,138-171,-,-,-,-,"20,76","9,69","31,06","61,51",391,129,340,860,1265,N/A,N/,1265,368,N/A,0,368,https://asphaltepd.org/epd/d/85U3KD/
9.5 FC (TL-C) SPM 21-19219A ,OPC Loughman ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"27,15","10,15","31,06","68,36",513,135,340,988,1622,N/A,N/,1622,181,N/A,0,181,https://asphaltepd.org/epd/d/rQUMXx/
FC 12.5 (TL-E) SPM 20-18020A Virgin ,OPC Loughman ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,-,-,-,-,-,densa,HMA,146-179,-,-,-,-,"31,12","8,44","31,06","70,63",590,112,340,1042,1860,N/A,N/,1860,0,N/A,0,0,https://asphaltepd.org/epd/d/o8UpPx/
FC 12.5 (TL-E) SPM 21-19382A ,OPC Loughman ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,82-22,-,-,-,-,-,densa,HMA,154-188,-,-,-,-,"31,12","8,44","31,06","70,63",590,112,340,1042,1860,N/A,N/,1860,0,N/A,0,0,https://asphaltepd.org/epd/d/aRU7yk/
12.5 (TL-C) 20% SP 22-20799A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-183,-,-,-,-,"23,15","17,44","19,95","60,54",439,232,340,1010,1406,N/A,N/,1406,181,N/A,0,181,https://asphaltepd.org/epd/d/YqU3ZX/
12.5 (TL-C) 25% SP 22-20788A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,58-22,25,-,-,-,-,densa,HMA,138-171,-,-,-,-,"21,04","15,83","19,95","56,82",397,211,340,948,1272,N/A,N/,1272,227,N/A,0,227,https://asphaltepd.org/epd/d/rQUMmx/
12.5 (TL-C) 30% SP 22-20795A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,56","8,75","19,95","48,26",368,116,340,825,1179,N/A,N/,1179,272,N/A,0,272,https://asphaltepd.org/epd/d/4RUkLe/
12.5 (TL-C) 38% SP 22-20800A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,52-28,38,-,-,-,-,densa,HMA,138-171,-,-,-,-,"16,56","13,13","19,95","49,64",310,175,340,825,989,N/A,N/,989,345,N/A,0,345,https://asphaltepd.org/epd/d/xPUdQQ/
12.5 (TL-E) 15% SP 22-20789A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),4,67-22,15,-,-,-,-,densa,HMA,138-171,-,-,-,-,"24,63","9,46","19,95","54,05",467,126,340,933,1499,N/A,N/,1499,136,N/A,0,136,https://asphaltepd.org/epd/d/OPUPGo/
12.5 (TL-E) 15% SPM 22-20794A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,15,-,-,-,-,densa,HMA,146-179,-,-,-,-,"25,27","18,54","19,95","63,76",477,247,340,1063,1499,N/A,N/,1499,136,N/A,0,136,https://asphaltepd.org/epd/d/ZXUwxY/
12.5 (TL-E) 20% SP 22-20767A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,15","10,54","19,95","53,64",439,140,340,919,1406,N/A,N/,1406,181,N/A,0,181,https://asphaltepd.org/epd/d/J5U83L/
12.5 (TL-E) 20% SPM 22-20763A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,74","10,24","19,95","59,93",563,136,340,1039,1785,N/A,N/,1785,181,N/A,0,181,https://asphaltepd.org/epd/d/5mUv6e/
12.5 (TL-E) 20% SPM 22-20781A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,74","18,37","19,95","68,06",563,244,340,1147,1785,N/A,N/,1785,181,N/A,0,181,https://asphaltepd.org/epd/d/aRU75l/
12.5 (TL-E) 30% SP 22-20774A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,56","13,46","19,95","52,97",368,179,340,887,1179,N/A,N/,1179,272,N/A,0,272,https://asphaltepd.org/epd/d/LDURgK/
12.5 (TL-E) 38% SP 22-20798A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,52-28,38,-,-,-,-,densa,HMA,138-171,-,-,-,-,"16,56","12,86","19,95","49,37",310,171,340,821,989,N/A,N/,989,345,N/A,0,345,https://asphaltepd.org/epd/d/9JUajp/
12.5 C 36% RAP (SPR 20-18760) ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,52-28,37,-,-,-,-,densa,HMA,138-171,-,-,-,-,"17,25","22,52","19,95","59,73",324,274,340,938,1034,N/A,N/,1034,336,N/A,0,336,https://asphaltepd.org/epd/d/YqU1LZ/
9.5 (TL-C) 20% SP 22-20796A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,57","18,89","19,95","65,42",505,251,340,1096,1629,N/A,N/,1629,181,N/A,0,181,https://asphaltepd.org/epd/d/6QUDvA/
9.5 (TL-C) 20% SPM 22-20807A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"27,27","19,05","19,95","66,27",515,253,340,1109,1629,N/A,N/,1629,181,N/A,0,181,https://asphaltepd.org/epd/d/j5UMy9/
9.5 (TL-C) 30% SP 22-20823A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,56","13,79","19,95","57,30",446,183,340,969,1439,N/A,N/,1439,272,N/A,0,272,https://asphaltepd.org/epd/d/keUPg5/
9.5 (TL-C) 42% SP 22-20824A ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,52-28,42,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,94","11,96","19,95","51,86",375,159,340,875,1213,N/A,N/,1213,381,N/A,0,381,https://asphaltepd.org/epd/d/qmUrx5/
9.5 C 38% (SPR 20-18803) ,OPC Plant 11 ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,138-171,-,-,-,-,"21,01","27,61","19,95","68,57",396,325,340,1061,1279,N/A,N/,1279,351,N/A,0,351,https://asphaltepd.org/epd/d/xPUX1z/
FC 12.5 (TL-E) 15% SPM 22-20791A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,15,-,-,-,-,densa,HMA,146-179,-,-,-,-,"25,27","19,67","19,95","64,90",477,262,340,1079,1499,N/A,N/,1499,136,N/A,0,136,https://asphaltepd.org/epd/d/GZUd9w/
FC 12.5 (TL-E) SPM 21-19382A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,82-22,-,-,-,-,-,densa,HMA,154-188,-,-,-,-,"31,12","5,94","19,95","57,02",590,79,340,1009,1860,N/A,N/,1860,0,N/A,0,0,https://asphaltepd.org/epd/d/QVUGjB/
FC 9.5 (TL-C) 20% SPM 22-20813A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"27,27","16,13","19,95","63,35",515,215,340,1070,1629,N/A,N/,1629,181,N/A,0,181,https://asphaltepd.org/epd/d/25ULMJ/
FC12.5 (TL-E) 20% SP 22-20782A ,OPC Plant 11 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,74","17,25","19,95","66,94",563,229,340,1132,1785,N/A,N/,1785,181,N/A,0,181,https://asphaltepd.org/epd/d/mYUY12/
12.5 (TL-C) 25% SP 22-20442A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,58-22,25,-,-,-,-,densa,HMA,138-171,-,-,-,-,"20,75","14,07","23,41","58,23",392,187,402,981,1253,N/A,N/,1253,227,N/A,0,227,https://asphaltepd.org/epd/d/vZU5Xk/
12.5 (TL-C) 37% SP 22-20444A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,37,-,-,-,-,densa,HMA,138-171,-,-,-,-,"16,45","11,55","23,41","51,42",308,154,402,864,982,N/A,N/,982,336,N/A,0,336,https://asphaltepd.org/epd/d/5mUvJ3/
12.5 (TL-E) 20% SP 22-20427A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,146-171,-,-,-,-,"22,92","15,46","23,41","61,78",434,206,402,1042,1391,N/A,N/,1391,181,N/A,0,181,https://asphaltepd.org/epd/d/eBU3eG/
12.5 (TL-E) 35% SP 22-20441A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,35,-,-,-,-,densa,HMA,138-171,-,-,-,-,"17,62","11,01","23,41","52,04",331,146,402,879,1056,N/A,N/,1056,318,N/A,0,318,https://asphaltepd.org/epd/d/J5U8wz/
12.5 C 29% RAP (SPR 19-17374) ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,58-22,29,-,-,-,-,densa,HMA,138-171,-,-,-,-,"20,48","23,28","23,41","67,17",386,310,402,1098,1239,N/A,N/,1239,263,N/A,0,263,https://asphaltepd.org/epd/d/pMU5Ql/
9.5 (TL-C) 30% SP 22-20445A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"22,64","15,25","23,41","61,30",428,203,402,1033,1380,N/A,N/,1380,272,N/A,0,272,https://asphaltepd.org/epd/d/LDURPa/
9.5 (TL-C) 40% SP 22-20446A ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,40,-,-,-,-,densa,HMA,138-171,-,-,-,-,"19,51","11,86","23,41","54,78",367,158,402,927,1183,N/A,N/,1183,363,N/A,0,363,https://asphaltepd.org/epd/d/aRU7DP/
9.5 C 38% RAP (SPR 19-17232) ,OPC Plant 5 ,Unmodified + 1 terminal additive(s),3,52-28,39,-,-,-,-,densa,HMA,138-171,-,-,-,-,"20,49","37,03","23,41","80,93",386,488,402,1276,1246,N/A,N/,1246,351,N/A,0,351,https://asphaltepd.org/epd/d/9JUDxM/
FC 12.5 (TL-E) 20% SPM 22-20426A ,OPC Plant 5 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-171,-,-,-,-,"23,51","14,69","23,41","61,61",443,195,402,1040,1391,N/A,N/,1391,181,N/A,0,181,https://asphaltepd.org/epd/d/74UJxR/
FC 9.5 (TL-C) 20% SP 22-20428A ,OPC Plant 5 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"26,45","13,59","23,41","63,45",499,181,402,1082,1577,N/A,N/,1577,181,N/A,0,181,https://asphaltepd.org/epd/d/drU3DQ/
12.5 (TL-E) 20% SP 22-21131A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"22,57","13,84","23,42","59,83",427,184,402,1014,1369,N/A,N/,1369,181,N/A,0,181,https://asphaltepd.org/epd/d/KoUGoE/
12.5 (TL-E) 20% SPM 22-21127A ,TPC Lakeland ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"23,16","10,95","23,42","57,52",436,146,402,984,1369,N/A,N/,1369,181,N/A,0,181,https://asphaltepd.org/epd/d/E3UD7B/
12.5 (TL-E) 30% SP 21-20039A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),3,58-22,30,-,-,-,-,densa,HMA,138-171,-,-,-,-,"18,70","13,86","23,42","55,98",352,184,402,938,1123,N/A,N/,1123,272,N/A,0,272,https://asphaltepd.org/epd/d/bBUQRd/
12.5 (TL-E) 35% SP 23-22071A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),3,52-28,35,-,-,-,-,densa,HMA,138-171,-,-,-,-,"16,48","10,25","23,42","50,14",309,136,402,847,982,N/A,N/,982,318,N/A,0,318,https://asphaltepd.org/epd/d/GZUdmq/
12.5 (TL-E) 40% SP 22-21153A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),2,52-28,40,-,-,-,-,densa,HMA,138-171,-,-,-,-,"14,82","10,61","23,42","48,85",276,141,402,819,878,N/A,N/,878,363,N/A,0,363,https://asphaltepd.org/epd/d/OPUPZP/
12.5 (TL-E) Virgin SP 21-19256A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),5,67-22,-,-,-,-,-,densa,HMA,138-171,-,-,-,-,"30,33","13,25","23,42","67,00",579,176,402,1157,1860,N/A,N/,1860,0,N/A,0,0,https://asphaltepd.org/epd/d/4RUk3O/
9.5 (TL-C) 20% SP 22-21086A ,TPC Lakeland ,Unmodified + 1 terminal additive(s),4,58-22,20,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,00","10,96","23,42","60,38",494,146,402,1042,1592,N/A,N/,1592,181,N/A,0,181,https://asphaltepd.org/epd/d/rQUMeo/
9.5 (TL-C) 20% SPM 19-17524B ,TPC Lakeland ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"26,69","13,89","23,42","64,00",504,185,402,1091,1592,N/A,N/,1592,181,N/A,0,181,https://asphaltepd.org/epd/d/XZUmGY/
FC 12.5 TL-C / 337 20% RAP (SPM 19-17376B) ,TPC Lakeland ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,19,-,-,-,-,densa,HMA,146-179,-,-,-,-,"29,75","17,23","23,42","70,40",563,229,402,1194,1785,N/A,N/,1785,173,N/A,0,173,https://asphaltepd.org/epd/d/mYUbvL/
SP 12.5 TL-C / 334 40% RAP (SP 21-19742A) ,TPC Lakeland ,Unmodified + 1 terminal additive(s),4,58-22,38,-,-,-,-,densa,HMA,138-171,-,-,-,-,"26,27","14,11","23,42","63,80",498,188,402,1088,1622,N/A,N/,1622,347,N/A,0,347,https://asphaltepd.org/epd/d/aRUMl1/
12.5 (TL-E) 20% SPMW 23-21944A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,WMA,118-152,-,-,-,-,"27,39","12,60","21,06","61,04",518,168,363,1048,1637,N/A,N/,1637,181,N/A,0,181,https://asphaltepd.org/epd/d/pMUE2y/
12.5 (TL-E) 30% SPW 23-21939A ,TPC Plant 1 ,Unmodified + 1 terminal additive(s),4,58-22,30,-,-,-,-,densa,WMA,113-146,-,-,-,-,"24,18","12,96","21,06","58,20",458,172,363,993,1480,N/A,N/,1480,272,N/A,0,272,https://asphaltepd.org/epd/d/9JUaod/
12.5 (TL-E) 40% SP 21-19000A ,TPC Plant 1 ,Unmodified + 1 terminal additive(s),3,52-28,40,-,-,-,-,densa,HMA,138-171,-,-,-,-,"18,54","10,24","21,06","49,84",348,136,363,847,1120,N/A,N/,1120,363,N/A,0,363,https://asphaltepd.org/epd/d/YqU3kA/
12.5 TL-C 20% RAP (SPM 14-12648C) ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),5,76-22,19,-,-,-,-,densa,HMA,146-179,-,-,-,-,"32,68","81,04","21,06","134,78",620,892,363,1875,1971,N/A,N/,1971,172,N/A,0,172,https://asphaltepd.org/epd/d/keUZGD/
12.5 TL-C 30% RAP (SP 21-18997A) ,TPC Plant 1 ,Unmodified + 1 terminal additive(s),5,58-22,28,-,-,-,-,densa,HMA,138-171,-,-,-,-,"31,74","68,59","21,06","121,39",605,756,363,1724,1971,N/A,N/,1971,258,N/A,0,258,https://asphaltepd.org/epd/d/6QUwy4/
19.0 (TL-E) 20% SPM 21-19574A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"23,28","14,93","21,06","59,26",438,198,363,1000,1376,N/A,N/,1376,181,N/A,0,181,https://asphaltepd.org/epd/d/j5UMKV/
FC 12.5 (TL-C) 20% SPM 23-22095A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"24,45","11,57","21,06","57,08",461,154,363,978,1451,N/A,N/,1451,181,N/A,0,181,https://asphaltepd.org/epd/d/25UL8R/
FC 9.5 (TL-C) 20% SPM 21-18961A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),4,76-22,20,-,-,-,-,densa,HMA,146-179,-,-,-,-,"26,80","14,70","21,06","62,55",506,195,363,1065,1599,N/A,N/,1599,181,N/A,0,181,https://asphaltepd.org/epd/d/xPUdvx/
FC-5 SPH 20-18144A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),6,82-22,-,-,-,-,-,open,HMA,154-188,-,-,-,-,"36,99","21,70","21,06","79,75",703,288,363,1355,2232,N/A,N/,2232,0,N/A,0,0,https://asphaltepd.org/epd/d/85UMwp/
FC-5 SPM 21-19079A ,TPC Plant 1 ,PPA Modified - up to 1% polyphosphoric acid + 1 terminal additive(s),6,76-22,-,-,-,-,-,open,HMA,146-179,-,-,-,-,"36,99","16,13","21,06","74,18",703,215,363,1281,2232,N/A,N/,2232,0,N/A,0,0,https://asphaltepd.org/epd/d/BZU6YK/
211940R20 - SP 21-19360A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,4,58-22,19,-,-,-,-,densa,HMA,132-166,-,-,-,-,"26,24","18,73","26,04","71,02",499,249,450,1197,1607,N/A,N/,1607,174,N/A,0,174,https://asphaltepd.org/epd/d/j5UgZx/
211940R25-SP 21-19894A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,4,58-22,24,-,-,-,-,densa,HMA,132-166,-,-,-,-,"25,22","17,35","26,04","68,62",479,231,450,1159,1544,N/A,N/,1544,217,N/A,0,217,https://asphaltepd.org/epd/d/KoUazK/
211940R30-SP 22-21629A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,4,58-22,29,-,-,-,-,densa,HMA,132-166,-,-,-,-,"23,63","16,11","26,04","65,77",447,214,450,1111,1443,N/A,N/,1443,262,N/A,0,262,https://asphaltepd.org/epd/d/25UO4o/
211940R35 -SP 22-20452A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,3,52-28,34,-,-,-,-,densa,HMA,132-166,-,-,-,-,"20,89","14,86","26,04","61,79",394,198,450,1041,1269,N/A,N/,1269,307,N/A,0,307,https://asphaltepd.org/epd/d/BZUVPX/
211940R40-SP 21-19138A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,3,52-28,39,-,-,-,-,densa,HMA,132-166,-,-,-,-,"19,29","13,59","26,04","58,93",363,181,450,993,1168,N/A,N/,1168,351,N/A,0,351,https://asphaltepd.org/epd/d/1AU23a/
211950R25 - SP 21-19504A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,4,58-22,24,-,-,-,-,densa,HMA,138-171,-,-,-,-,"23,51","17,39","26,04","66,94",445,231,450,1126,1432,N/A,N/,1432,218,N/A,0,218,https://asphaltepd.org/epd/d/XZUDwX/
211950R30 - SP 21-19466A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,4,58-22,29,-,-,-,-,densa,HMA,132-166,-,-,-,-,"22,48","16,12","26,04","64,65",425,214,450,1089,1369,N/A,N/,1369,262,N/A,0,262,https://asphaltepd.org/epd/d/DdUVY6/
211950R35 - SP 22-20416A ,Clearwater(4226) ,Unmodified + 1 terminal additive(s)*,3,52-28,-,-,-,-,-,densa,HMA,132-166,-,-,-,-,"20,01","14,97","26,04","61,02",361,199,450,1010,1157,N/A,N/,1157,308,N/A,0,308,https://asphaltepd.org/epd/d/qmUX8y/
